Train Acc,Val Acc,Train Loss,Val Loss
0.3707127869129181,0.49189814925193787,1.430229902267456,1.1796069145202637
0.4920966327190399,0.5868055820465088,1.2134851217269897,1.0714973211288452
0.563972532749176,0.6099537014961243,1.0778499841690063,1.0551871061325073
0.5767968893051147,0.6539351940155029,1.046657681465149,0.9445183873176575
0.623918890953064,0.6689814925193787,0.9727370738983154,0.8654152750968933
0.6441176533699036,0.6782407164573669,0.9179500937461853,0.8487637042999268
0.654935896396637,0.6921296119689941,0.903189480304718,0.8227152228355408
0.6823740005493164,0.7118055820465088,0.832601010799408,0.787641167640686
0.6850581765174866,0.7083333134651184,0.82596755027771,0.7984743714332581
0.6889352798461914,0.7094907164573669,0.8046873807907104,0.7608136534690857
0.7098121047019958,0.7349537014961243,0.7484724521636963,0.7085743546485901
0.7154786586761475,0.7349537014961243,0.7506259083747864,0.7380714416503906
0.7208470106124878,0.7291666865348816,0.7349549531936646,0.7255069613456726
0.7220399379730225,0.7337962985038757,0.7225685119628906,0.7371769547462463
0.7315836548805237,0.7465277910232544,0.7104236483573914,0.6951305270195007
0.7470921277999878,0.7418981194496155,0.6637086272239685,0.7004925012588501
0.7503728270530701,0.7384259104728699,0.6487560272216797,0.7237290740013123
0.7664777636528015,0.7523148059844971,0.6311703324317932,0.6367202997207642
0.7614076733589172,0.7638888955116272,0.6349029541015625,0.6595726609230042
0.7855651378631592,0.78125,0.5925819277763367,0.6046808958053589
0.767969012260437,0.7581018805503845,0.6062865257263184,0.6426230669021606
0.7718461155891418,0.7743055820465088,0.5982151031494141,0.6110216975212097
0.7712496519088745,0.7650462985038757,0.5985047221183777,0.6240546107292175
0.7936176657676697,0.7835648059844971,0.5529649257659912,0.6020760536193848
0.7963018417358398,0.7881944179534912,0.5415629148483276,0.5838453769683838
0.8022665977478027,0.7962962985038757,0.5238304734230042,0.5972359776496887
0.8043543100357056,0.7951388955116272,0.5308783650398254,0.5973121523857117
0.8147927522659302,0.7615740895271301,0.5083489418029785,0.6343239545822144
0.8198627829551697,0.7893518805503845,0.4720591902732849,0.6449164748191833
0.8204593062400818,0.7928240895271301,0.47759872674942017,0.629774808883667
0.8326871395111084,0.7789351940155029,0.47330427169799805,0.5890663266181946
0.8320906758308411,0.7800925970077515,0.4663897752761841,0.653807520866394
0.8165821433067322,0.7870370149612427,0.47943928837776184,0.6211251020431519
0.8410378694534302,0.8194444179534912,0.4307429790496826,0.5455543994903564
0.8520727753639221,0.8067129850387573,0.4139057397842407,0.5567419528961182
0.8425290584564209,0.7951388955116272,0.4250510036945343,0.5622433423995972
0.849388599395752,0.8101851940155029,0.39877617359161377,0.5484912395477295
0.8502833247184753,0.8078703880310059,0.39426159858703613,0.5870737433433533
0.8535639643669128,0.7997685074806213,0.4160464107990265,0.5879777073860168
0.8553534150123596,0.8090277910232544,0.3822585344314575,0.537542462348938
